id,company,location,lat,lng,post_date,work_type,applicant_count,data_analyst,business_intelligence,data_engineer,data_scientist,etl_developer,business_information,programming,python,r,scala,sql,mysql,postgresql,mongodb,redis,sqlite,sql server,bigquery,nosql,talend,dataiku,pentaho,snowflake,database,hive,spark,kafka,kinesis,aws,gcp,azure,kubernetes,docker,hadoop,excel,powerpoint,word,pdf,csv,sheet,data_visualization,tableau,powerbi,matplotlib,seaborn,plotly,data_mining,machine_learning,sas,jupyter_notebook,data_studio,communication,deployment,data_scraping,english,etl,git
3603086834,MileApp,west jakarta,-6.161569,106.7438905,1 month,On-site,30,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3618244763,Coda Payments,jakarta,-6.175247,106.8270488,4 weeks,Remote,22,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3600826405,Michael Page,jakarta,-6.175247,106.8270488,3 weeks,On-site,22,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3552160260,PT. Neural Technologies Indonesia,jakarta,-6.175247,106.8270488,1 month,On-site,200,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3609905155,WeNetwork,jakarta,-6.175247,106.8270488,2 weeks,Hybrid,34,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3621218505,byOrange,jakarta,-6.175247,106.8270488,6 days,On-site,200,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False
3617573907,Robert Walters,jakarta,-6.175247,106.8270488,1 week,On-site,10,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
3581310766,PT Multitech Trans Nusantara,jakarta,-6.175247,106.8270488,1 month,On-site,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3612515931,Hukumonline.com,jakarta,-6.175247,106.8270488,2 weeks,On-site,15,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3607473132,WeNetwork,jakarta,-6.175247,106.8270488,2 weeks,On-site,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
